Код заказа,Станция старта,Станция финиша,Расчетная дата старта,Плановая дата старта,Время в пути,Мин допустимый объем,Запрошенный объем,Тарифы,Запрошенный тип вагона,Приоритет,Примененный тариф
304387_817379511404_0724,438406,511404,18,18,15,2,2,34176,2031,4,34176
304708_818043310005_0724,635306,310005,18,18,15,2,2,35893,2291,4,35893
304715_818066248105_0724,652602,248105,18,18,15,2,2,45829,2004,4,45829
304760_818153220504_0724,250904,220504,18,18,15,2,2,22839,2001,4,22839
304771_818191051905_0724,596309,51905,18,18,15,2,2,48477,2010,4,48477
306035_822509892103_0724,850401,892103,18,18,15,2,2,25947,2032,4,25947
302996_826691300107_0724,285801,300107,18,18,15,2,2,31933,2002,3,31933
304677_817988284101_0724,310109,284101,18,18,15,2,2,9616,2002,3,9616
305207_819137520901_0724,611602,520901,18,18,15,3,3,48335,2032,3,48335
303117_814793644803_0724,601600,644803,18,18,15,2,2,21781,2004,2,21781
303117_814794252401_0724,601600,252401,18,18,15,2,2,24195,2004,2,24195
303568_815676288704_0724,283908,288704,18,18,15,2,2,41558,2002,1,41558
307583_827380870405_0724,890907,870405,18,18,15,4,4,33351,2003,1,33351
308224_830284542703_0724,614704,542703,18,18,15,4,4,22641,2032,1,22641
308236_830310270403_0724,314307,270403,18,18,15,2,2,81525,2002,1,81525
302183_812890251305_0724,434208,251305,18,18,16,2,2,29042,2004,4,29042
302191_830658243607_0724,806708,243607,18,18,16,2,2,29922,2001,4,29922
302243_813019616409_0724,251502,616409,18,18,16,2,2,38237,2258,4,38237
303554_815656770300_0724,246203,770300,18,18,16,2,2,35882,2002,4,35882
303965_830557644004_0724,513109,644004,18,18,16,2,2,39895,2010,4,39895
303975_816567850308_0724,801405,850308,18,18,16,2,2,54702,2255,4,54702
304756_818145946801_0724,933801,946801,18,18,16,6,6,52021,2033,4,52021
305131_818968657606_0724,582404,657606,18,18,16,2,2,22563,2002,4,22563
305163_819040932809_0724,946801,932809,18,18,16,2,2,26224,2011,4,26224
306234_823291910000_0724,970001,910000,18,18,16,2,2,33162,2032,4,33162
305139_818977769407_0724,282002,769407,18,18,16,2,2,44341,2277,3,44341
303117_814791199407_0724,601600,199407,18,18,16,2,2,17512,2004,2,17512
302648_813854262009_0724,611509,262009,18,18,16,6,6,35522,2032,1,35522
303115_814786650005_0724,618207,650005,18,18,16,5,5,34808,2018,1,34808
303983_816600245709_0724,280904,245709,18,18,16,2,2,16327,2003,1,16327
302191_830662613608_0724,806708,613608,18,18,17,2,2,28993,2001,4,28993
302191_830666592401_0724,806708,592401,18,18,17,2,2,30982,2253,4,30982
303066_829869283908_0724,594604,283908,18,18,17,5,5,23374,2010,4,23374
303111_830569942105_0724,946801,942105,18,18,17,11,11,25768,2011,4,25768
303862_816262048601_0724,436701,48601,18,18,17,2,2,27598,2004,4,27598
303866_825851244208_0724,817102,244208,18,18,17,2,2,34520,2253,4,34520
304395_817402581106_0724,32406,581106,18,18,17,2,2,54611,2001,4,54611
303456_815462648400_0724,290009,648400,18,18,17,4,4,54766,2003,1,54766
306556_824227525407_0724,194009,525407,18,18,17,2,2,48993,2254,1,48993
302191_830671883809_0724,806708,883809,18,18,18,2,2,57727,2001,4,57727
302230_812999883809_0724,800402,883809,18,18,18,2,2,32484,2256,4,32484
302252_813039535907_0724,196502,535907,18,18,18,2,2,43661,2254,4,43661
302269_828697696102_0724,784500,696102,18,18,18,3,3,35077,2095,4,35077
302270_813087800205_0724,597706,800205,18,18,18,3,3,22634,2010,4,22634
302282_813110035508_0724,597104,35508,18,18,18,2,2,30405,2003,4,30405
302574_813699935506_0724,926403,935506,18,18,18,2,2,63319,2004,4,63319
302641_813840890108_0724,829203,890108,18,18,18,2,2,69364,2003,4,69364
303038_814644522803_0724,264803,522803,18,18,18,2,2,54329,2268,4,54329
303471_815503831400_0724,244208,831400,18,18,18,3,3,57988,2289,4,57988
303543_815634817507_0724,596402,817507,18,18,18,2,2,55282,2038,4,55282
303866_825853284101_0724,817102,284101,18,18,18,2,2,32575,2253,4,32575
303866_825854237609_0724,817102,237609,18,18,18,2,2,32725,2253,4,32725
303913_816387780800_0724,193805,780800,18,18,18,3,3,45801,2005,4,45801
303919_816400936903_0724,926403,936903,18,18,18,4,4,52881,2087,4,52881
303979_816577288901_0724,780302,288901,18,18,18,2,2,54722,2040,4,54722
304292_829031770005_0724,581407,770005,18,18,18,2,2,32063,2038,4,32063
304730_828548883809_0724,801208,883809,18,18,18,2,2,47606,2290,4,47606
305180_819086192906_0724,21806,192906,18,18,18,2,2,36619,2007,4,36619
306015_822448760506_0724,14906,760506,18,18,18,2,2,37511,2005,4,37511
307630_827613792102_0724,190205,792102,18,18,18,3,3,18230,2002,4,18230
302218_812966780800_0724,198404,780800,18,18,18,3,3,48898,2006,3,48898
303103_814763780800_0724,196803,780800,18,18,18,2,2,32593,2254,3,32593
305364_819913780302_0724,225300,780302,18,18,18,2,2,19884,2005,1,19884
305993_822374280904_0724,510702,280904,18,18,18,4,4,17859,2003,1,17859
301659_811179194507_0724,102901,194507,18,18,19,2,2,47449,2004,4,47449
302191_830665521001_0724,806708,521001,18,18,19,2,2,37864,2253,4,37864
302584_813716035508_0724,637104,35508,18,18,19,2,2,32009,2003,4,32009
302666_813895524000_0724,70709,524000,18,18,19,2,2,39303,2031,4,39303
303513_825987180504_0724,100001,180504,18,18,19,2,2,32466,2011,4,32466
303956_816503780603_0724,36801,780603,18,18,19,3,3,47749,2005,4,47749
303975_816573696206_0724,801405,696206,18,18,19,2,2,44301,2339,4,44301
304412_817432696102_0724,781004,696102,18,18,19,2,2,35541,2124,4,35541
305131_818967790408_0724,582404,790408,18,18,19,2,2,18726,2002,4,18726
305194_819122673308_0724,763701,673308,18,18,19,4,4,43248,2116,4,43248
305213_819143520901_0724,271101,520901,18,18,19,3,3,42211,2279,4,42211
305462_820268933801_0724,843408,933801,18,18,19,10,10,38325,2033,4,38325
306493_824123673806_0724,654701,673806,18,18,19,2,2,39377,2088,4,39377
303437_815422194300_0724,581801,233345,18,18,20,2,2,30730,2010,4,30730
303883_829229696206_0724,805707,696206,18,18,20,6,6,34529,2340,4,34529
303919_816399946801_0724,926403,946801,18,18,20,4,4,46870,2003,4,46870
304323_817268673308_0724,762802,673308,18,18,20,2,2,39412,2096,4,39412
304409_817423798202_0724,190900,798202,18,18,20,3,3,64788,2254,4,64788
305131_818966850204_0724,582404,850204,18,18,20,2,2,27351,2002,4,27351
306010_822439771200_0724,932207,771200,18,18,20,2,2,35954,2011,4,35954
306772_824935831203_0724,33409,831203,18,18,20,2,2,55832,2012,4,55832
308302_830603531304_0724,520901,531304,18,18,20,4,4,21739,2010,4,21739
301852_829033770103_0724,525801,770103,18,18,20,7,7,29342,2024,1,29342
306872_825206943701_0724,972806,943701,18,18,20,6,6,60644,2032,1,60644
308050_829635803307_0724,930004,803307,18,18,20,20,20,58626,2032,1,58626
303129_814824892103_0724,269402,892103,18,18,21,2,2,54478,2038,4,54478
303866_825849033502_0724,817102,33502,18,18,21,2,2,38206,2253,4,38206
304676_817985780001_0724,761104,793118,18,18,21,2,2,22409,2025,4,22409
304690_818014687008_0724,276406,687008,18,18,21,3,3,39760,2355,4,39760
304743_818131602001_0724,860206,602001,18,18,21,2,2,16766,2040,4,16766
304744_818132700007_0724,880106,700007,18,18,21,2,2,44378,2094,4,44378
306153_822885840005_0724,871200,851809,18,18,21,4,4,17261,2004,4,17261
306445_824001932902_0724,654701,932902,18,18,21,2,2,42485,2004,4,42485
295565_821946890108_0724,625200,890108,18,18,21,2,2,61142,2039,3,61142
304686_818003094309_0724,290009,94309,18,18,21,4,4,62502,2087,1,62502
306285_823481850204_0724,190008,850204,18,18,21,2,2,54228,2005,1,54228
306286_823492850204_0724,190008,850204,18,18,21,2,2,54228,2007,1,54228
302609_826000870000_0724,193504,870000,18,18,22,3,3,50970,2005,4,50970
302666_813896853109_0724,70709,853109,18,18,22,2,2,41385,2031,4,41385
302694_813956850204_0724,31808,850204,18,18,22,3,3,53689,2005,4,53689
303911_816385850204_0724,20502,850204,18,18,22,2,2,55832,2004,4,55832
304395_817400853109_0724,32406,853109,18,18,22,2,2,43279,2001,4,43279
307876_828976860206_0724,844307,851809,18,18,22,2,2,18985,2031,4,18985
303117_814795888201_0724,601600,888201,18,18,22,2,2,39834,2004,2,39834
303037_824961853109_0724,33004,853109,18,18,22,2,2,49346,2257,1,49346
304775_824966850204_0724,30006,850204,18,18,22,2,2,47111,2259,1,47111
302295_813126890907_0724,60302,890907,18,18,23,2,2,47482,2257,4,47482
303089_814745250800_0724,767007,244208,18,18,23,2,2,30603,2004,4,30603
304739_818109930004_0724,644606,930004,18,18,23,2,2,69990,2003,4,69990
304793_818266767308_0724,793800,793118,18,18,23,13,13,15650,2004,4,15650
305099_818908713100_0724,806708,713100,18,18,23,2,2,52071,2337,4,52071
305174_819069942105_0724,946801,931401,18,18,23,3,3,15639,2011,4,15639
306018_822454984502_0724,924501,984502,18,18,23,3,3,60789,2003,4,60789
302253_826993890004_0724,193805,890004,18,18,23,3,3,64324,2007,1,64324
304722_827005890004_0724,193805,890004,18,18,23,3,3,64324,2005,1,64324
301831_811989613608_0724,814903,614206,18,18,24,5,5,29347,2001,4,29347
302643_813843890907_0724,844307,888004,18,18,24,2,2,14474,2031,4,14474
303522_815586840005_0724,930305,851809,18,18,24,2,2,19560,2039,4,19560
303522_815595892103_0724,930305,888004,18,18,24,2,2,13446,2039,4,13446
303967_816552690002_0724,263105,690002,18,18,24,2,2,51951,2339,4,51951
303975_816572467004_0724,801405,467004,18,18,24,2,2,33864,2339,4,33864
304791_818254890108_0724,36801,890108,18,18,24,2,2,42617,2005,4,42617
306001_822406035809_0724,887603,35809,18,18,24,16,16,21001,2001,4,21001
306002_822411520901_0724,890108,520901,18,18,24,13,13,23279,2255,4,23279
306020_822457520901_0724,864103,520901,18,18,24,5,5,21913,2003,4,21913
303983_816598104801_0724,280904,104801,18,18,24,2,2,37892,2003,1,37892
303983_816606498708_0724,280904,498708,18,18,24,2,2,42594,2087,1,42594
302243_813017709406_0724,251502,709406,18,18,25,2,2,60631,2342,4,60631
303531_815613048601_0724,434602,31302,18,18,25,2,2,43306,2010,4,43306
303569_815678547001_0724,271101,547001,18,18,25,2,2,56808,2363,4,56808
304712_818054546704_0724,804307,546704,18,18,25,2,2,41758,2087,4,41758
304760_818149698606_0724,250904,698606,18,18,25,3,3,42742,2085,4,42742
304766_818168926403_0724,581407,926403,18,18,25,2,2,72186,2010,4,72186
305181_819089932207_0724,302507,932207,18,18,25,2,2,75539,2003,4,75539
305594_820876890907_0724,840109,888004,18,18,25,2,2,12646,2039,4,12646
307876_828972933801_0724,844307,931401,18,18,25,2,2,26454,2031,4,26454
308211_830437933801_0724,840109,931401,18,18,25,2,2,30873,2081,4,30873
303120_827006927105_0724,193805,927105,18,18,25,3,3,63274,2005,1,63274
303123_814808927105_0724,193504,927105,18,18,25,2,2,72106,2257,1,72106
302640_813833520901_0724,814903,525407,18,18,26,11,11,15063,2001,4,15063
303434_815414673806_0724,264004,673806,18,18,26,3,3,49326,2339,4,49326
304343_817299933801_0724,844701,931401,18,18,26,2,2,27784,2031,4,27784
305114_818936225902_0724,845403,226500,18,18,26,4,4,13697,2001,4,13697
305621_821013933801_0724,837002,931401,18,18,26,2,2,27784,2031,4,27784
305944_822180933801_0724,836103,931401,18,18,26,2,2,27130,2032,4,27130
306493_824122703908_0724,654701,703908,18,18,26,3,3,45527,2088,4,45527
303116_814788926403_0724,438800,926403,18,18,26,3,3,53830,2004,3,53830
305103_818921661809_0724,284008,661809,18,18,26,2,2,37614,2087,1,37614
296587_774103926403_0724,874302,931401,18,18,27,2,2,11325,2032,4,11325
304395_817398680509_0724,32406,680509,18,18,27,2,2,62630,2087,4,62630
305784_821678926403_0724,873901,931401,18,18,27,2,2,13883,2018,4,13883
306151_822882934908_0724,850505,931401,18,18,27,2,2,21656,2032,4,21656
306158_822893253207_0724,853005,244208,18,18,27,4,4,10394,2003,4,10394
306562_824258935506_0724,36801,935506,18,18,27,2,2,51125,2005,4,51125
302600_813749674000_0724,302304,674000,18,18,27,2,2,37468,2340,1,37468
303890_830387830200_0724,300304,851809,18,18,27,2,2,68176,2003,1,68176
303983_816604547001_0724,280904,547001,18,18,27,2,2,47620,2087,1,47620
296091_773101722400_0724,194403,722400,18,18,28,2,2,102018,2086,4,102018
297886_823834778406_0724,74004,780707,18,18,28,2,2,52847,2002,4,52847
302181_829636546302_0724,790408,546302,18,18,28,2,2,53357,2117,4,53357
303927_816443290206_0724,653003,318609,18,18,28,2,2,46854,2003,4,46854
307876_828974275704_0724,844307,244208,18,18,28,2,2,4470,2031,4,4470
302233_821930722203_0724,233400,722203,18,18,28,3,3,59341,2089,3,59341
304670_817978700100_0724,612003,700100,18,18,28,2,2,38426,2087,1,38426
303445_815432010002_0724,830304,34909,18,18,29,2,2,8190,2038,4,8190
303557_815663520901_0724,845403,516200,18,18,29,7,7,14857,2001,4,14857
304319_825287010002_0724,831400,34909,18,18,29,2,2,8543,2038,4,8543
304382_817366981307_0724,801208,981307,18,18,29,2,2,65826,2255,4,65826
304770_818181700007_0724,250707,700007,18,18,29,2,2,62934,2339,4,62934
306769_826767971907_0724,655206,971907,18,18,29,2,2,74022,2004,4,74022
303491_815542954704_0724,602001,954704,18,18,30,4,4,61188,2034,4,61188
305474_820344439004_0724,840109,603803,18,18,30,7,7,10263,2032,4,10263
303879_816301699308_0724,284101,699308,18,18,30,2,2,55620,2089,1,55620
302268_813063713007_0724,948101,713007,18,18,31,11,11,34767,2116,4,34767
302631_813814060904_0724,846001,34909,18,18,31,2,2,8837,2024,4,8837
303903_816372954704_0724,597301,954704,18,18,31,4,4,85519,2010,4,85519
303983_816603704309_0724,280904,704309,18,18,31,2,2,63814,2087,1,63814
307675_827921970001_0724,310202,970001,18,18,31,2,2,68313,2003,1,68313
306667_824535960103_0724,32105,960103,18,18,32,3,3,56576,2289,4,56576
302600_813748700308_0724,302304,700308,18,18,32,2,2,49089,2340,1,49089
303888_816332793209_0724,954704,780707,18,18,33,2,2,17061,2033,4,17061
302179_812879982403_0724,623008,982403,18,18,33,2,2,94572,2035,3,94572
303469_826932980605_0724,220504,980605,18,18,33,2,2,77475,2007,1,77475
303952_826928980605_0724,220504,980605,18,18,33,2,2,77475,2005,1,77475
303983_816608722203_0724,280904,722203,18,18,33,2,2,68466,2087,1,68466
305483_826935988306_0724,194901,988306,18,18,33,2,2,74268,2005,1,74268
305484_826939988306_0724,194901,988306,18,18,33,2,2,74268,2007,1,74268
305495_820460970001_0724,195406,970001,18,18,33,2,2,84809,2007,1,84809
302278_813105722203_0724,926403,722203,18,18,35,2,2,75530,2369,4,75530
302652_813875722203_0724,926403,722203,18,18,35,2,2,83961,2355,4,83961
303544_824469722203_0724,926403,722203,18,18,35,2,2,73460,2102,4,73460
303522_815588984700_0724,930305,984700,18,18,36,2,2,-5440,2039,4,-5440
305747_821484947005_0724,883809,947005,18,18,36,2,2,31137,2002,4,31137
303919_816401450605_0724,926403,450605,18,18,41,2,2,41146,2087,4,41146
305130_818962970406_0724,803307,931401,18,18,43,2,2,46916,2003,4,46916
306544_824207946801_0724,892103,946801,19,19,19,2,2,89550,2257,4,89550
306625_824436790408_0724,190008,790408,19,19,19,7,7,57046,2042,4,57046
304736_827011801208_0724,195800,801208,19,19,19,10,10,55516,2005,1,55516
304775_824967780603_0724,30006,780603,19,19,19,2,2,39336,2257,1,39336
302201_812940950008_0724,932103,950008,19,19,20,2,2,49858,2039,4,49858
302277_813102775408_0724,924605,775408,19,19,20,19,19,27492,2003,4,27492
303010_814608840109_0724,248504,840109,19,19,20,2,2,47310,2002,4,47310
302201_812941937003_0725,932103,937003,19,19,13,2,2,53514,2039,4,53514
303139_830582944702_0725,946801,944702,19,19,13,2,2,8550,2025,4,8550
303442_815428944702_0725,946801,944702,19,19,13,2,2,8550,2011,4,8550
303528_815602952709_0725,953701,952709,19,19,13,2,2,37603,2032,4,37603
303933_830578944702_0725,946801,944702,19,19,13,2,2,8550,2025,4,8550
303953_816495253508_0725,644708,253508,19,19,13,2,2,32238,2284,4,32238
303975_816569828501_0725,801405,828501,19,19,13,2,2,30778,2255,4,30778
305170_830580944702_0725,946801,944702,19,19,13,2,2,8550,2025,4,8550
303546_815646018409_0725,16403,18409,19,19,13,2,2,30015,2002,2,30015
303090_814749291603_0725,290901,291603,19,19,13,2,2,24556,2039,1,24556
303066_829870435906_0725,594604,435906,19,19,14,3,3,13939,2010,4,13939
303071_814704942105_0725,946801,942105,19,19,14,2,2,25768,2011,4,25768
303080_814714767308_0725,780001,767308,19,19,14,3,3,9749,2004,4,9749
303865_816265270306_0725,260003,270306,19,19,14,2,2,9749,2003,4,9749
303885_827393770300_0725,803203,770300,19,19,14,2,2,34486,2255,4,34486
303905_828963767308_0725,780707,767308,19,19,14,2,2,38886,2005,4,38886
303953_816497654701_0725,644708,654701,19,19,14,2,2,25566,2284,4,25566
303964_830572942105_0725,946801,942105,19,19,14,2,2,25768,2011,4,25768
304382_817368770300_0725,801208,770300,19,19,14,2,2,17915,2255,4,17915
303935_816460620508_0725,610506,620508,19,19,14,3,3,26494,2039,3,26494
305197_819125532909_0725,531003,532909,19,19,14,3,3,30525,2031,1,30525
302191_830660648908_0725,806708,648908,19,19,15,2,2,31336,2253,4,31336
302191_830663770300_0725,806708,770300,19,19,15,2,2,30558,2253,4,30558
302191_830667828501_0725,806708,828501,19,19,15,5,5,28841,2253,4,28841
302220_812970199407_0725,601102,199407,19,19,15,2,2,15767,2004,4,15767
302220_812975644803_0725,601102,644803,19,19,15,2,2,21781,2004,4,21781
302273_813095269506_0725,657606,269506,19,19,15,2,2,34610,2256,4,34610
303128_814819888004_0725,891806,888004,19,19,15,2,2,20892,2003,4,20892
303471_821673610703_0725,244208,610703,19,19,15,4,4,33468,2289,4,33468
304384_817373780209_0725,252401,780209,19,19,15,2,2,39198,2289,4,39198
304387_817379511404_0725,438406,511404,19,19,15,3,3,34176,2031,4,34176
304708_818043310005_0725,635306,310005,19,19,15,2,2,35893,2291,4,35893
304715_818066248105_0725,652602,248105,19,19,15,2,2,45829,2004,4,45829
304760_818153220504_0725,250904,220504,19,19,15,2,2,22839,2001,4,22839
304771_818191051905_0725,596309,51905,19,19,15,2,2,48477,2010,4,48477
304776_818214892103_0725,930305,892103,19,19,15,2,2,19560,2039,4,19560
305169_819056654701_0725,767308,654701,19,19,15,2,2,44861,2255,4,44861
306035_822509892103_0725,850401,892103,19,19,15,2,2,25947,2032,4,25947
306195_823079891401_0725,862502,891401,19,19,15,2,2,19620,2003,4,19620
304677_817988284101_0725,310109,284101,19,19,15,3,3,9616,2002,3,9616
303117_814794252401_0725,601600,252401,19,19,15,2,2,24195,2004,2,24195
306614_830346617806_0725,592100,617806,19,19,15,8,8,64157,2003,1,64157
307271_826542812202_0725,635503,812202,19,19,15,11,11,15120,2003,1,15120
307957_829340253809_0725,829400,253809,19,19,15,4,4,15120,2255,1,15120
302191_830658243607_0725,806708,243607,19,19,16,2,2,29922,2001,4,29922
302243_813019616409_0725,251502,616409,19,19,16,3,3,38237,2258,4,38237
302705_823165760506_0725,817102,760506,19,19,16,2,2,35495,2255,4,35495
303506_815565063006_0725,33409,63006,19,19,16,2,2,27980,2004,4,27980
303554_815656770300_0725,246203,770300,19,19,16,2,2,35882,2002,4,35882
303965_830557644004_0725,513109,644004,19,19,16,2,2,39895,2010,4,39895
303975_816567850308_0725,801405,850308,19,19,16,2,2,54702,2255,4,54702
304357_817317657705_0725,526005,657705,19,19,16,2,2,26639,2004,4,26639
304756_818145946801_0725,933801,946801,19,19,16,6,6,52021,2033,4,52021
305131_818968657606_0725,582404,657606,19,19,16,2,2,22563,2002,4,22563
305163_819040932809_0725,946801,932809,19,19,16,2,2,26224,2011,4,26224
306234_823291910000_0725,970001,910000,19,19,16,2,2,33162,2032,4,33162
302648_813854262009_0725,611509,262009,19,19,16,6,6,35522,2032,1,35522
303115_814786650005_0725,618207,650005,19,19,16,5,5,34808,2018,1,34808
295157_771263289503_0725,270306,289503,19,19,17,2,2,46342,2254,4,46342
296521_773944018606_0725,31600,18606,19,19,17,2,2,34200,2002,4,34200
302191_830662613608_0725,806708,613608,19,19,17,2,2,28993,2001,4,28993
302220_812976780603_0725,601102,780603,19,19,17,2,2,21811,2004,4,21811
303065_814691814208_0725,183409,814208,19,19,17,2,2,43075,2009,4,43075
303066_829869283908_0725,594604,283908,19,19,17,3,3,23374,2010,4,23374
303862_816262048601_0725,436701,48601,19,19,17,2,2,27598,2004,4,27598
