Отправление,Прибытие,Тип простоя,Модель вагона,День отправления (от начала расчета),День прибытия (от начала расчета),Количество,Цена порожнего пробега (за вагон),Код следующего заказa,Расчитанный тариф следующего заказа
607607,194901,P,2164,1,8.0,1,11026,305483_826935988306_0721,-
607607,194901,P,2164,1,8.0,1,11026,305483_826935988306_0721,-
620207,194901,P,2135,1,9.0,1,20019,305484_826939988306_0721,-
620207,194901,P,2135,1,9.0,1,20019,305484_826939988306_0721,-
532805,194901,P,2144,1,11.0,1,36880,305484_826939988306_0721,-
607607,194901,P,2135,1,8.0,1,11026,305484_826939988306_0721,-
230506,194901,P,2153,1,8.0,1,3210,305484_826939988306_0721,-
230506,194901,P,2153,1,8.0,1,3210,305484_826939988306_0721,-
230506,194901,P,2153,1,8.0,1,3210,305484_826939988306_0721,-
35809,194901,P,2144,1,10.0,1,11688,305484_826939988306_0721,-
33004,194901,P,2135,1,10.0,1,27867,305484_826939988306_0721,-
33004,194901,P,2135,1,10.0,1,27867,305484_826939988306_0721,-
516200,194901,P,2153,1,10.0,1,22820,305484_826939988306_0721,-
196502,194901,P,2135,1,7.0,1,3210,305484_826939988306_0721,-
35809,194901,P,2153,1,10.0,1,11688,305484_826939988306_0721,-
520901,194901,P,2135,1,10.0,1,35640,305484_826939988306_0721,-
927105,814903,P,2141,0,15.0,1,25431,302640_820915035004_0721,-
927105,814903,P,2141,0,15.0,1,25431,302640_820915035004_0721,-
927105,814903,P,2141,0,15.0,1,25431,302640_820915035004_0721,-
927105,814903,P,2141,0,15.0,1,25431,302640_820915035004_0721,-
927105,814903,P,2052,0,15.0,1,25431,302640_820915035004_0721,-
927105,814903,P,2052,0,15.0,1,25431,302640_820915035004_0721,-
989205,926403,P,2071,0,15.0,1,29482,303544_824469722203_0721,-
975202,926403,P,2070,0,15.0,1,28171,303544_824469722203_0721,-
18606,72009,P,2061,1,12.0,1,35640,304350_817307700100_0721,-
18606,72009,P,2070,1,12.0,1,35640,304350_817307700100_0721,-
917207,926403,P,2061,0,13.0,1,25854,303919_816401450605_0721,-
917207,926403,P,2061,0,13.0,1,25854,303919_816401450605_0721,-
989205,954704,P,2146,0,9.0,1,14968,303095_814755991101_0721,-
989205,954704,P,2146,0,9.0,1,14968,303095_814755991101_0721,-
936903,803307,P,2070,0,15.0,1,59674,305130_818962970406_0721,-
936903,803307,P,2070,0,15.0,1,59674,305130_818962970406_0721,-
980003,932103,P,2070,0,15.0,1,29482,302201_812941937003_0722,-
980003,932103,P,2070,0,15.0,1,29482,302201_812941937003_0722,-
984502,946801,P,2043,0,14.0,1,50835,303139_830582944702_0722,-
984502,946801,P,2070,0,14.0,1,50835,303139_830582944702_0722,-
984502,946801,P,2070,0,14.0,1,50835,303933_830578944702_0722,-
890108,946801,P,2050,0,12.0,1,54416,303933_830578944702_0722,-
890108,946801,P,2050,0,12.0,1,54416,305170_830580944702_0722,-
890108,946801,P,2140,0,12.0,1,54416,305170_830580944702_0722,-
35809,16403,P,2052,1,11.0,1,36208,303546_815646018409_0722,-
35809,16403,P,2052,1,11.0,1,36208,303546_815646018409_0722,-
967600,946801,P,2052,0,13.0,1,69110,302577_813709942105_0722,-
988306,946801,P,2164,0,13.0,1,67050,302577_813709942105_0722,-
936903,803203,P,2070,0,15.0,1,59674,303885_827393770300_0722,-
936903,803203,P,2070,0,15.0,1,59674,303885_827393770300_0722,-
927105,644708,P,2052,0,16.0,1,65571,303953_816497654701_0722,-
927105,644708,P,2044,0,16.0,1,65571,303953_816497654701_0722,-
936903,806708,P,2070,0,16.0,1,62616,302191_830663770300_0722,-
936903,806708,P,2070,0,16.0,1,62616,302191_830663770300_0722,-
936903,806708,P,2070,0,16.0,1,62616,302191_830667828501_0722,-
936903,806708,P,2070,0,16.0,1,62616,302191_830667828501_0722,-
936903,806708,P,2070,0,16.0,1,62616,302191_830667828501_0722,-
936903,806708,P,2070,0,16.0,1,62616,302191_830667828501_0722,-
891401,601102,P,2071,1,16.0,1,44082,302220_812970199407_0722,-
891401,601102,P,2070,1,16.0,1,44082,302220_812970199407_0722,-
887001,601102,P,2052,1,16.0,1,58203,302220_812975644803_0722,-
648400,601102,P,2070,1,10.0,1,21985,302220_812975644803_0722,-
850204,596101,P,2052,1,15.0,1,50835,302224_812981657606_0722,-
816203,596101,P,2070,1,12.0,1,32295,302224_812981657606_0722,-
548305,438406,P,2052,0,16.0,1,62761,304387_817379511404_0722,-
547001,438406,P,2070,0,15.0,1,17803,304387_817379511404_0722,-
546808,438406,P,2146,0,15.0,1,42297,304387_817379511404_0722,-
935506,652602,P,2050,0,16.0,1,57115,304715_818066248105_0722,-
930108,652602,P,2155,0,15.0,1,51513,304715_818066248105_0722,-
817600,250904,P,2135,1,9.0,1,28757,304760_818153220504_0722,-
817600,250904,P,2144,1,9.0,1,28757,304760_818153220504_0722,-
816203,596309,P,2070,1,12.0,1,32295,304771_818190194300_0722,-
516200,596309,P,2052,1,9.0,1,15001,304771_818190194300_0722,-
980003,930305,P,2070,0,16.0,1,32115,304776_818214892103_0722,-
981307,930305,P,2140,0,16.0,1,32115,304776_818214892103_0722,-
516200,251502,P,2052,1,11.0,1,29764,305157_829857792102_0722,-
516200,251502,P,2052,1,11.0,1,29764,305157_829857792102_0722,-
716908,850401,P,2070,0,15.0,1,13667,306035_822509892103_0722,-
716607,850401,P,2061,0,15.0,1,29044,306035_822509892103_0722,-
516200,611602,P,2053,1,9.0,1,13040,305207_819137520901_0722,-
648607,611602,P,2052,1,10.0,1,29926,305207_819137520901_0722,-
516200,611602,P,2041,1,9.0,1,13040,305207_819137520901_0722,-
770300,601600,P,2052,1,12.0,1,43470,303117_814793644803_0722,-
808300,601600,P,2050,1,10.0,1,25457,303117_814793644803_0722,-
808300,601600,P,2070,1,10.0,1,25457,303117_814794252401_0722,-
808300,601600,P,2070,1,10.0,1,25457,303117_814794252401_0722,-
516200,611509,P,2146,1,9.0,1,13040,302648_813851542703_0722,-
516200,611509,P,2146,1,9.0,1,13040,302648_813851542703_0722,-
250001,611509,P,2052,1,9.0,1,26679,302648_813851542703_0722,-
623600,611509,P,2050,1,8.0,1,11911,302648_813851542703_0722,-
617806,611509,P,2052,1,8.0,1,9072,302648_813851542703_0722,-
617806,611509,P,2052,1,8.0,1,9072,302648_813851542703_0722,-
617806,618207,P,2052,1,7.0,1,3210,303115_814784544501_0722,-
617806,618207,P,2052,1,7.0,1,3210,303115_814784544501_0722,-
617806,618207,P,2052,1,7.0,1,3210,303115_814785250800_0722,-
617806,618207,P,2052,1,7.0,1,3210,303115_814785250800_0722,-
617806,618207,P,2052,1,7.0,1,3210,303115_814785250800_0722,-
617806,618207,P,2052,1,7.0,1,3210,303115_814785250800_0722,-
547001,434208,P,2052,0,16.0,1,19690,302183_812890251305_0722,-
808300,434208,P,2070,1,12.0,1,33859,302183_812890251305_0722,-
942105,806708,P,2144,0,16.0,1,50776,302191_830658243607_0722,-
936903,806708,P,2153,0,16.0,1,62616,302191_830658243607_0722,-
644803,513109,P,2043,1,10.0,1,21985,303965_830557644004_0722,-
532203,513109,P,2052,1,9.0,1,14694,303965_830557644004_0722,-
988306,946801,P,2164,0,13.0,1,67050,303970_816559930108_0722,-
888004,946801,P,2163,0,13.0,1,58034,303970_816559930108_0722,-
614704,526005,P,2052,1,8.0,1,16438,304357_817317657705_0722,-
614704,526005,P,2052,1,8.0,1,16438,304357_817317657705_0722,-
967600,946801,P,2043,0,13.0,1,69110,305163_819040932809_0722,-
960103,946801,P,2155,0,13.0,1,59462,305163_819040932809_0722,-
808300,251502,P,2070,1,9.0,1,18394,307361_827008652602_0722,-
808300,251502,P,2049,1,9.0,1,18394,307361_827008652602_0722,-
870405,439305,P,2137,1,15.0,1,41843,303450_815442251305_0722,-
840005,439305,P,2164,1,15.0,1,55248,303450_815442251305_0722,-
275300,610506,P,2070,1,11.0,1,61394,303935_816466659006_0722,-
275300,610506,P,2070,1,11.0,1,61394,303935_816466659006_0722,-
275300,610506,P,2070,1,11.0,1,61394,303935_816466659006_0722,-
808300,601600,P,2043,1,10.0,1,25457,303117_814791199407_0722,-
798202,601600,P,2052,1,15.0,1,60854,303117_814791199407_0722,-
770300,280904,P,2043,1,10.0,1,29926,303983_816600245709_0722,-
853109,280904,P,2043,1,14.0,1,59462,303983_816600245709_0722,-
18606,31600,P,2052,1,11.0,1,33117,296521_773944018606_0722,-
18606,31600,P,2052,1,11.0,1,33117,296521_773944018606_0722,-
936903,806708,P,2153,0,16.0,1,62616,302191_830659850308_0722,-
936903,806708,P,2153,0,16.0,1,62616,302191_830659850308_0722,-
936903,806708,P,2153,0,16.0,1,62616,302191_830661225902_0722,-
936903,806708,P,2153,0,16.0,1,62616,302191_830661225902_0722,-
936903,806708,P,2153,0,16.0,1,62616,302191_830666592401_0722,-
936903,806708,P,2153,0,16.0,1,62616,302191_830666592401_0722,-
808300,601102,P,2052,1,10.0,1,25457,302220_812976780603_0722,-
808300,601102,P,2052,1,10.0,1,25457,302220_812976780603_0722,-
722203,817102,P,2144,0,16.0,1,29741,303866_825851244208_0722,-
722203,817102,P,2068,0,16.0,1,29741,303866_825851244208_0722,-
230900,32406,P,2153,1,11.0,1,23470,304395_817402581106_0722,-
35809,32406,P,2135,1,7.0,1,1430,304395_817402581106_0722,-
817600,601600,P,2153,1,11.0,1,37551,303117_814792780603_0722,-
35809,601600,P,2135,1,12.0,1,52510,303117_814792780603_0722,-
808300,601600,P,2052,1,10.0,1,25457,303117_814797800205_0722,-
890004,601600,P,2053,1,16.0,1,58203,303117_814797800205_0722,-
853109,290009,P,2052,1,15.0,1,64811,303456_815462648400_0722,-
853109,290009,P,2052,1,15.0,1,64811,303456_815462648400_0722,-
853109,290009,P,2052,1,15.0,1,64811,303456_815462648400_0722,-
853109,290009,P,2052,1,15.0,1,64811,303456_815462648400_0722,-
936903,806708,P,2153,0,16.0,1,62616,302191_830671883809_0722,-
936903,806708,P,2067,0,16.0,1,62616,302191_830671883809_0722,-
936903,800402,P,2067,0,15.0,1,59674,302230_812999883809_0722,-
936903,800402,P,2154,0,15.0,1,59674,302230_812999883809_0722,-
853109,597104,P,2052,1,15.0,1,62989,302282_813110035508_0722,-
617806,597104,P,2070,1,10.0,1,23470,302282_813110035508_0722,-
917207,926403,P,2061,0,13.0,1,25854,302574_813699935506_0722,-
917207,926403,P,2061,0,13.0,1,25854,302574_813699935506_0722,-
713007,829203,P,2070,0,14.0,1,18507,302641_813840890108_0722,-
713007,829203,P,2070,0,14.0,1,18507,302641_813840890108_0722,-
617806,526700,P,2070,1,9.0,1,24546,302673_813912269601_0722,-
617806,526700,P,2070,1,9.0,1,24546,302673_813912269601_0722,-
617806,526700,P,2070,1,9.0,1,24546,302673_813913297703_0722,-
613006,526700,P,2070,1,9.0,1,25752,302673_813913297703_0722,-
760506,264803,P,2061,1,9.0,1,22727,303038_814644522803_0722,-
840005,264803,P,2052,1,13.0,1,62913,303038_814644522803_0722,-
840005,596402,P,2052,1,15.0,1,52306,303543_815634817507_0722,-
840005,596402,P,2052,1,15.0,1,52306,303543_815634817507_0722,-
722203,817102,P,2158,0,16.0,1,29741,303866_825853284101_0722,-
722203,817102,P,2062,0,16.0,1,29741,303866_825853284101_0722,-
722203,817102,P,2155,0,16.0,1,29741,303866_825854237609_0722,-
722203,817102,P,2070,0,16.0,1,29741,303866_825854237609_0722,-
974407,926403,P,2070,0,15.0,1,16513,303919_816400936903_0722,-
981307,926403,P,2070,0,16.0,1,29482,303919_816400936903_0722,-
989205,926403,P,2164,0,15.0,1,29482,303919_816400936903_0722,-
553407,581407,P,2062,0,16.0,1,59674,304292_829031770005_0722,-
547001,581407,P,2061,1,15.0,1,16033,304292_829031770005_0722,-
287805,190205,P,2070,1,12.0,1,16459,307630_827613792102_0722,-
870405,190205,P,2070,1,15.0,1,38501,307630_827613792102_0722,-
870405,190205,P,2070,1,15.0,1,38501,307630_827613792102_0722,-
853109,225300,P,2050,1,15.0,1,62989,305364_819913780302_0722,-
613006,225300,P,2137,1,9.0,1,12560,305364_819913780302_0722,-
610101,510702,P,2052,1,9.0,1,14694,305993_822374280904_0722,-
610101,510702,P,2052,1,9.0,1,14694,305993_822374280904_0722,-
613006,102901,P,2052,1,16.0,1,39224,301659_811179194507_0722,-
230506,102901,P,2052,1,13.0,1,27313,301659_811179194507_0722,-
942105,806708,P,2135,0,16.0,1,50776,302191_830665521001_0722,-
936903,806708,P,2135,0,16.0,1,62616,302191_830665521001_0722,-
812202,596101,P,2160,1,10.0,1,33915,302224_812982790408_0722,-
812202,596101,P,2052,1,10.0,1,33915,302224_812982790408_0722,-
932207,637104,P,2052,0,16.0,1,57115,302584_813716035508_0722,-
932207,637104,P,2052,0,16.0,1,57115,302584_813716035508_0722,-
230506,70709,P,2052,1,10.0,1,21763,302666_813895524000_0722,-
18606,70709,P,2070,1,12.0,1,39425,302666_813895524000_0722,-
607908,100001,P,2044,1,16.0,1,36779,303513_825987180504_0722,-
305100,100001,P,2052,1,15.0,1,51394,303513_825987180504_0722,-
35809,36801,P,2164,2,8.0,1,477,303956_816503780603_0722,-
616907,36801,P,2146,2,15.0,1,54416,303956_816503780603_0722,-
74803,36801,P,2146,2,8.0,1,2764,303956_816503780603_0722,-
936903,801405,P,2154,0,15.0,1,58203,303975_816573696206_0722,-
917207,893500,P,2137,0,14.0,1,27989,304359_817324946801_0722,-
936903,893500,P,2164,0,10.0,1,25457,304359_817324946801_0722,-
932207,635306,P,2052,0,16.0,1,58426,304708_818042850204_0722,-
932705,635306,P,2061,0,16.0,1,58426,304708_818042850204_0722,-
936903,763701,P,2163,0,16.0,1,64101,305194_819122673308_0722,-
936903,763701,P,2163,0,16.0,1,64101,305194_819122673308_0722,-
936903,763701,P,2061,0,16.0,1,64101,305194_819122673308_0722,-
936903,763701,P,2061,0,16.0,1,64101,305194_819122673308_0722,-
935506,843408,P,2059,0,13.0,1,58034,305462_820268933801_0722,-
927105,843408,P,2068,0,12.0,1,50705,305462_820268933801_0722,-
935506,843408,P,2050,0,13.0,1,58034,305462_820268933801_0722,-
888004,843408,P,2050,0,9.0,1,23470,305462_820268933801_0722,-
888004,843408,P,2050,0,9.0,1,23470,305462_820268933801_0722,-
932207,843408,P,2050,0,11.0,1,43432,305462_820268933801_0722,-
946208,843408,P,2050,0,15.0,1,50550,305462_820268933801_0722,-
935703,843408,P,2050,0,13.0,1,58034,305462_820268933801_0722,-
932809,843408,P,2164,0,11.0,1,49073,305462_820268933801_0722,-
888004,843408,P,2062,0,9.0,1,23470,305462_820268933801_0722,-
932207,843408,P,2155,0,11.0,1,43432,305462_820268933801_0722,-
936903,654701,P,2061,0,16.0,1,65571,306493_824123673806_0722,-
936903,654701,P,2061,0,16.0,1,65571,306493_824123673806_0722,-
936903,800605,P,2061,0,15.0,1,58203,307054_826598696206_0722,-
936903,800605,P,2061,0,15.0,1,58203,307054_826598696206_0722,-
610101,625200,P,2052,1,8.0,1,16438,295565_821944035601_0722,-
610101,625200,P,2052,1,8.0,1,16438,295565_821944035601_0722,-
610101,611602,P,2052,1,6.0,1,1892,303861_816259284008_0722,-
610101,611602,P,2052,1,6.0,1,1892,303861_816259284008_0722,-
870405,195800,P,2146,1,15.0,1,69110,304736_827011801208_0722,-
850204,195800,P,2068,1,15.0,1,67050,304736_827011801208_0722,-
917207,932103,P,2052,0,13.0,1,32050,302201_812940950008_0722,-
917207,932103,P,2052,0,13.0,1,32050,302201_812940950008_0722,-
917207,924605,P,2052,0,13.0,1,27913,302277_813102775408_0722,-
936903,805707,P,2061,0,16.0,1,61145,303883_829229696206_0722,-
936903,805707,P,2070,0,16.0,1,61145,303883_829229696206_0722,-
936903,805707,P,2070,0,16.0,1,61145,303883_829229696206_0722,-
936903,805707,P,2070,0,16.0,1,61145,303883_829229696206_0722,-
936903,805707,P,2070,0,16.0,1,61145,303883_829229696206_0722,-
936903,805707,P,2070,0,16.0,1,61145,303883_829229696206_0722,-
975202,926403,P,2049,0,15.0,1,28171,303919_816399946801_0722,-
917103,926403,P,2052,0,13.0,1,25854,303919_816399946801_0722,-
989205,926403,P,2050,0,15.0,1,29482,303919_816399946801_0722,-
989205,926403,P,2052,0,15.0,1,29482,303919_816399946801_0722,-
610101,525801,P,2052,1,8.0,1,17254,301852_829033770103_0722,-
610101,525801,P,2052,1,8.0,1,17254,301852_829033770103_0722,-
610101,525801,P,2052,1,8.0,1,17254,301852_829033770103_0722,-
610101,525801,P,2052,1,8.0,1,17254,301852_829033770103_0722,-
610205,525801,P,2043,1,8.0,1,16438,301852_829033770103_0722,-
610205,525801,P,2043,1,8.0,1,16438,301852_829033770103_0722,-
610205,525801,P,2052,1,8.0,1,16438,301852_829033770103_0722,-
890004,633103,P,2164,1,15.0,1,55248,302669_813899546808_0722,-
890004,633103,P,2164,1,15.0,1,55248,302669_813899546808_0722,-
722203,817102,P,2070,0,16.0,1,29741,303866_825849033502_0722,-
722203,817102,P,2070,0,16.0,1,29741,303866_825849033502_0722,-
716607,840109,P,2071,0,14.0,1,21746,305762_821554946208_0722,-
888004,840109,P,2041,0,7.0,1,17254,305762_821554946208_0722,-
944702,871200,P,2070,0,13.0,1,62913,306153_822885840005_0722,-
936903,871200,P,2049,0,12.0,1,37755,306153_822885840005_0722,-
936903,871200,P,2061,0,12.0,1,37755,306153_822885840005_0722,-
936903,871200,P,2061,0,12.0,1,37755,306153_822885840005_0722,-
932207,654701,P,2043,0,14.0,1,68457,306445_824001932902_0722,-
932207,654701,P,2043,0,14.0,1,68457,306445_824001932902_0722,-
870405,290009,P,2070,1,15.0,1,40729,304686_818003094309_0722,-
870405,290009,P,2070,1,15.0,1,40729,304686_818003094309_0722,-
870405,290009,P,2070,1,15.0,1,40729,304686_818003094309_0722,-
870405,290009,P,2070,1,15.0,1,40729,304686_818003094309_0722,-
890004,601102,P,2146,1,16.0,1,58203,302220_812974888201_0722,-
890004,601102,P,2146,1,16.0,1,58203,302220_812974888201_0722,-
644803,70709,P,2052,1,11.0,1,39425,302666_813896853109_0722,-
310202,70709,P,2052,1,9.0,1,28073,302666_813896853109_0722,-
216208,33409,P,2070,1,12.0,1,20415,303097_814757853109_0722,-
193400,33409,P,2052,1,11.0,1,15962,303097_814757853109_0722,-
250707,33409,P,2061,1,12.0,1,37551,303097_814757853109_0722,-
853109,434602,P,2070,1,16.0,1,50211,303531_815615511404_0722,-
853109,434602,P,2070,1,16.0,1,50211,303531_815615511404_0722,-
35902,20502,P,2052,1,8.0,1,3485,303911_816385850204_0722,-
283908,20502,P,2070,1,12.0,1,55325,303911_816385850204_0722,-
183704,32406,P,2153,1,9.0,1,22727,304395_817400853109_0722,-
289503,32406,P,2144,1,14.0,1,50705,304395_817400853109_0722,-
853109,601600,P,2070,1,14.0,1,67050,303117_814795888201_0722,-
610205,601600,P,2052,1,8.0,1,15436,303117_814795888201_0722,-
790003,769604,P,2059,1,9.0,1,16234,302678_813924440503_0722,-
816203,769604,P,2059,1,9.0,1,19057,302678_813924440503_0722,-
253508,769604,P,2158,1,9.0,1,13018,302678_813924440503_0722,-
275300,581801,P,2052,1,11.0,1,39425,303437_815421051905_0722,-
617806,581801,P,2061,1,9.0,1,22727,303437_815421051905_0722,-
952709,841008,P,2070,0,16.0,1,57115,303535_815619522201_0722,-
952709,841008,P,2070,0,16.0,1,57115,303535_815619522201_0722,-
927105,644606,P,2052,0,16.0,1,65571,304739_818109930004_0722,-
927105,644606,P,2052,0,16.0,1,65571,304739_818109930004_0722,-
936903,806708,P,2153,0,16.0,1,62616,305099_818908713100_0722,-
665602,806708,P,2153,0,10.0,1,14731,305099_818908713100_0722,-
952709,844307,P,2070,0,16.0,1,59737,307876_828975805302_0722,-
942506,844307,P,2052,0,13.0,1,64972,307876_828975805302_0722,-
851207,193805,P,2153,1,15.0,1,64972,302253_826993890004_0722,-
530208,193805,P,2153,1,11.0,1,25457,302253_826993890004_0722,-
850204,193805,P,2135,1,15.0,1,64972,302253_826993890004_0722,-
617806,193805,P,2164,1,11.0,1,31948,304722_827005890004_0722,-
840005,193805,P,2071,1,15.0,1,69110,304722_827005890004_0722,-
617806,193805,P,2071,1,11.0,1,31948,304722_827005890004_0722,-
932705,814903,P,2144,0,15.0,1,25431,301831_811989613608_0722,-
932809,814903,P,2135,0,15.0,1,25431,301831_811989613608_0722,-
932809,814903,P,2135,0,15.0,1,25431,301831_811989613608_0722,-
930004,814903,P,2153,0,15.0,1,25431,301831_811989613608_0722,-
952709,844307,P,2052,0,16.0,1,59737,302643_813843890907_0722,-
946208,844307,P,2070,0,14.0,1,47917,302643_813843890907_0722,-
888004,844307,P,2052,0,8.0,1,20019,302643_813843890907_0722,-
947005,930305,P,2052,0,11.0,1,15280,303522_815586840005_0722,-
947005,930305,P,2052,0,11.0,1,15280,303522_815586840005_0722,-
989205,930305,P,2052,0,16.0,1,30793,303522_815595892103_0722,-
989205,930305,P,2052,0,16.0,1,30793,303522_815595892103_0722,-
936903,801405,P,2068,0,15.0,1,58203,303975_816571157705_0722,-
927105,801405,P,2070,0,13.0,1,69110,303975_816571157705_0722,-
888004,844701,P,2052,0,8.0,1,24546,304343_817298773101_0722,-
888004,844701,P,2052,0,8.0,1,24546,304343_817298773101_0722,-
908000,882506,P,2068,0,13.0,1,23034,304679_817990527008_0722,-
908000,882506,P,2146,0,13.0,1,23034,304679_817990527008_0722,-
910000,882506,P,2041,0,13.0,1,32050,304679_817990527008_0722,-
35004,36801,P,2053,2,8.0,1,668,304791_818254890108_0722,-
67706,36801,P,2140,2,11.0,1,13321,304791_818254890108_0722,-
888004,864103,P,2052,0,7.0,1,6984,306020_822457520901_0722,-
927105,864103,P,2052,0,10.0,1,39425,306020_822457520901_0722,-
927105,864103,P,2052,0,10.0,1,39425,306020_822457520901_0722,-
831203,280904,P,2052,1,12.0,1,47403,303983_816598104801_0722,-
830107,280904,P,2052,1,12.0,1,33859,303983_816598104801_0722,-
614704,280904,P,2070,1,12.0,1,27337,303983_816606498708_0722,-
614704,280904,P,2070,1,12.0,1,27337,303983_816606498708_0722,-
861209,250904,P,2062,1,13.0,1,39942,304760_818149698606_0722,-
870000,250904,P,2153,1,14.0,1,55919,304760_818149698606_0722,-
870000,250904,P,2153,1,14.0,1,55919,304760_818149698606_0722,-
553407,581407,P,2164,0,16.0,1,59674,304766_818168926403_0722,-
553407,581407,P,2155,0,16.0,1,59674,304766_818168926403_0722,-
913206,932103,P,2140,0,13.0,1,20919,306706_824622834108_0722,-
917207,932103,P,2158,0,13.0,1,32050,306706_824622834108_0722,-
932809,844307,P,2136,0,11.0,1,47403,307876_828972933801_0722,-
